PC1,PC2,digit
0.54188275,1.7974337,3
-2.1739497,-0.997795,4
-1.4769946,-2.5082254,4
2.1834922,0.42770448,6
2.6380224,1.0175369,5
0.8258505,-3.467874,4
-0.5651479,-1.5098674,6
2.5550528,2.7129416,5
-0.14301181,-1.8716488,4
-1.6019332,-0.016658276,5
-3.0858164,1.0296556,1
-0.8600936,-2.1857433,4
-1.1517773,-2.1736178,4
-0.769223,-0.6153947,7
1.2387657,4.753335,2
-0.16905212,1.9386994,3
-0.8803532,1.3149868,2
-3.1651719,0.34277174,7
-3.4489598,0.9453372,1
-0.22591972,0.33694983,8
-3.7319973,1.329939,1
0.19951034,2.6535373,8
-3.6921947,0.8610488,1
0.15180492,2.1484604,8
-1.2294594,-0.205649,5
5.252678,2.2460222,0
-0.2205956,1.8637959,8
0.07024932,-2.9815726,9
0.6975155,5.100821,2
1.2173133,1.7903422,5
4.7717066,0.9181479,0
-2.6507263,0.1250776,1
-3.7992182,1.8354369,1
-2.4154222,-0.16656092,1
2.513555,0.8759623,0
-1.0091037,-1.3744675,9
4.2659435,0.38274458,0
-2.3203802,0.12749356,3
-3.4672625,1.7883875,1
-0.29741192,0.6057514,6
-0.9006829,-3.019055,4
1.4058871,1.81866,2
4.13046,3.2522254,3
2.637784,-0.7194589,6
-3.5087714,2.134131,1
-3.3163059,0.5111277,1
-3.7318692,1.5985372,1
-1.4529603,1.4031774,3
-0.53647876,-2.7143202,9
1.1086631,0.8527573,5
-0.22376728,1.2568599,2
0.17731309,-2.065889,9
0.32187915,-2.6231341,4
-1.5064791,-0.82318866,5
0.38778424,-2.1036448,9
-3.099994,0.7107812,3
-0.24353337,-3.4139419,9
3.4568582,-0.9710666,0
-0.8729701,2.1788564,3
-0.89319897,1.2536495,6
-1.6592981,-1.070872,5
0.57745385,1.2672836,5
0.67209554,-4.078718,7
1.8226447,0.91660607,2
4.4688597,-0.9133086,2
-1.3814329,-3.0172033,7
-3.3645823,1.3658031,1
0.3553388,2.024064,2
-0.03369236,-0.20889676,8
-1.9943297,-1.4391443,4
-3.584021,2.4866953,1
-2.7059553,-1.6707916,7
-0.3021891,2.0209575,3
-1.6406045,2.3101687,3
0.6101625,1.8536435,8
0.06766939,-2.9066148,8
-2.2352388,-0.706816,7
-0.3565352,-3.0094295,9
-1.214753,0.2053811,2
-1.8899846,1.3620051,2
0.051814318,-3.5313463,4
-3.5156755,0.64434856,1
0.8296373,2.2005382,5
1.7202268,-0.4134673,9
1.3264656,-0.36224195,8
-1.7520261,-1.7720115,7
-2.2515795,1.0974271,2
-0.14401245,0.7556124,3
3.8539853,1.9805161,0
-1.4496881,-0.29651624,4
2.0675669,-4.451627,4
-1.9639701,2.7382984,2
0.51719475,-2.7088947,4
-2.729804,0.3465056,1
-0.3665409,-3.674148,9
-0.27201247,1.109212,5
-1.5393113,-2.5473504,7
-2.109265,-1.040833,7
-1.0766764,4.026922,2
-1.7452528,2.2498507,8
2.2630253,0.75095755,2
2.3494406,-0.05508202,6
0.02166462,-0.5083709,8
-2.1696024,1.282573,5
-1.5601263,-2.904945,7
-2.7487721,-2.0476656,7
-1.8921516,-0.37588704,9
-3.2844448,1.5868403,1
2.7157207,2.144096,8
-3.6618843,1.0095296,1
2.332006,1.2528324,8
1.7701678,-0.121844575,0
-0.25905538,2.1832743,3
4.928497,-0.24687175,0
-3.4457335,0.6449405,1
-0.023082733,-3.463077,9
0.35559273,-2.1498895,9
1.0557866,-4.2588034,4
-3.7820654,2.290543,1
0.4943812,-0.5737112,8
0.67320037,1.0554014,2
-3.4676337,0.6546301,1
-0.7309413,3.7563615,2
-0.17453599,-3.3241806,9
-2.4454458,-0.115910664,7
-2.1898017,-0.6856957,5
0.71404195,-2.6050858,9
-0.79081464,0.9911455,2
-0.67716956,0.8885208,6
0.99482393,-1.3084466,4
-3.7531652,2.123756,1
-0.07528782,0.81911916,5
0.04888177,-0.65891373,8
0.8831899,4.4347377,2
0.101597786,-3.3485746,9
-1.2284379,0.23065525,2
3.0665421,0.62569886,0
-0.13634872,-1.5340433,4
6.4912643,1.4589456,0
2.4839835,0.8997484,0
1.2328105,2.7056928,2
-0.5945184,2.0798087,8
-2.4690666,0.99062467,4
-0.85721684,-1.7882661,7
-3.4404879,0.9238941,1
-1.8834668,-0.82241225,2
-1.8332975,-1.1736338,4
2.0816188,1.9745005,0
-1.2141639,3.7294621,2
-2.710157,-1.4571368,7
-0.86181927,-3.180038,4
-0.8018725,1.9057032,3
-0.7927675,2.5002122,3
8.390482,0.47307777,0
5.0102296,-0.07724474,0
1.0486541,1.0917156,3
-3.3315172,1.0713947,1
0.88139033,-3.7859435,9
-1.734284,1.1504859,6
-2.0732875,0.047350265,5
2.9608889,2.3059654,2
1.817328,1.716259,5
-3.3476872,0.2728373,9
-2.4306116,0.6498458,2
-0.81250334,-2.4886937,9
-1.6803236,2.0822062,3
0.81626487,0.1855413,0
-1.6005381,-1.4928722,4
-0.95567846,2.2113123,2
6.116336,0.23817077,0
-2.4729688,-1.3841627,7
-3.8011973,1.2609046,1
-3.6257114,0.96876407,1
-1.8335218,2.8490777,2
-4.0010185,1.2696376,1
-0.23288178,0.54268295,5
-0.5472448,2.2841935,3
-1.1239947,2.591957,3
0.17949605,-2.5301561,9
-1.0804068,-2.3769655,7
2.503724,1.1802943,8
0.66017413,-0.08073027,6
-0.5407486,1.7987756,5
-1.2362802,-0.8220903,6
-3.6725965,1.2246944,1
1.6534963,3.7061195,3
-0.35562897,1.2513878,8
-3.733714,1.1373221,1
1.3715467,0.43725163,0
1.0137095,0.00060997903,5
-3.6558115,2.1996946,1
-1.7576458,-1.5515623,3
-2.4012485,0.107342646,1
2.0993857,1.2257031,5
2.8885422,1.9892508,5
4.124972,-0.7346124,6
-2.8059707,1.4881243,1
-1.1204743,1.7332894,8
2.0709686,0.1785089,5
-3.2760286,0.52656835,1
-2.1640778,-0.7651653,7
-0.14209604,-2.8049693,9
0.6944659,-1.8311669,4
1.2543373,-1.104977,6
-0.5485468,-0.7706121,2
-2.0374546,2.7751513,2
1.0346437,-0.64469975,5
1.9096956,0.471947,0
-0.4887116,0.08626342,6
0.20318246,1.0846542,5
-0.26677942,0.68111247,6
-0.039918184,1.5861543,3
-1.8842713,-2.031138,7
-1.2484971,3.1365876,2
1.3161345,1.0199413,0
-0.13386106,0.9414637,8
-0.79820585,-0.35092288,8
0.9323838,-0.45142883,5
-2.0044763,-1.6822716,4
-3.7509909,1.2229718,1
-3.8257086,1.2839209,1
1.0776167,-3.1501842,4
1.7716455,1.5652045,0
-0.6358478,-0.8254158,3
0.93285036,1.6514379,3
-2.1637363,-1.6441799,7
2.4619527,-0.33900532,6
-3.680396,1.3335639,1
0.751662,1.0137873,6
-2.2543068,0.1355926,2
-3.2099283,2.1016693,1
-1.9179232,-2.5202847,9
3.5507746,-1.2206775,2
1.5680923,-0.12661348,8
-0.31941962,-1.0942799,6
-3.7960792,1.0688014,1
-0.6643982,-2.5679197,9
2.094955,2.1929784,5
-1.1060936,1.8724649,2
0.7361033,1.7180294,5
0.84067726,-2.7790112,4
0.4370885,-2.3056035,4
2.9693131,1.0737567,2
-1.2757136,1.6217308,8
0.5013559,2.3127751,3
-0.58811784,-2.2485647,8
-0.46949077,1.9131862,2
0.87401056,-1.71193,4
5.190282,1.7185186,5
4.9255896,0.19985741,0
1.1360416,4.0329027,3
-3.3332849,0.6818616,1
-0.9521234,-3.2234473,7
-2.9096093,-0.055298626,7
2.5528998,0.11622055,5
1.3361907,-4.0165505,7
-1.6390635,-1.4717466,9
-0.2873237,-3.713645,7
-3.7879057,1.7865043,1
-2.3637648,-2.6839294,9
0.14722443,1.0857822,2
-3.3012555,0.7661626,1
-1.5020763,-2.1489158,4
1.2506242,1.9702133,2
-0.86315274,-2.710668,9
-0.75967,0.84195805,2
3.854157,1.6015505,0
-0.043165445,-2.043655,4
-2.2368224,-1.0506619,9
-3.3438973,0.6630039,1
-0.7560177,-1.7380323,4
-1.2537367,0.08955115,8
-3.7195208,1.9141356,1
-0.9630983,0.7624102,8
-1.1373159,-0.9429614,4
-0.5618007,-1.4948218,5
-1.6458381,-1.9345318,9
-1.3323321,-0.35384297,8
-0.72963285,-0.36310577,8
2.1065044,1.6914638,3
-1.194842,-3.3813152,7
-0.6188021,0.7790562,6
8.220876,0.46107978,0
3.5047965,0.17338009,0
1.0096805,1.7565744,3
-0.93837094,0.20569342,0
0.4707539,1.356568,2
1.265131,-0.032163348,6
2.5513673,1.1289439,6
-1.0508387,-0.72243285,4
-0.011995792,0.11181143,9
3.3975358,1.218306,3
1.5183954,1.7039273,3
1.5124421,0.8462578,3
-2.1107683,3.1431704,2
0.17751956,3.0310822,3
0.56682014,-3.7639265,9
-4.098195,1.8794546,1
-1.8663558,1.5122961,2
0.19668198,1.3651291,6
-0.8288512,-0.7811165,8
3.2566614,0.9122954,0
-1.7251347,-1.8704274,5
1.6091409,-2.705759,6
3.568626,0.08193049,6
3.3730922,-1.1596272,6
-0.865196,-0.42013797,3
1.0168028,-0.17995133,8
-0.19943929,0.9713578,8
-1.1810535,1.038233,2
0.12656355,-0.85344464,7
1.422782,-0.30615008,5
-0.36018538,1.8019068,8
-1.695202,-2.439622,9
1.3211999,-2.2447562,6
-3.1875286,0.4804178,1
1.1165271,-0.6266544,8
2.6137252,-2.5274749,4
-3.6729288,1.5938041,1
-0.48970413,1.9830552,2
-0.3634472,0.8205659,5
-0.016134024,0.05585882,9
-3.5669127,1.8365067,1
-0.30362606,-2.6273403,9
0.11930418,-1.575147,7
-1.6980085,-0.17618318,5
-1.1258792,-2.723349,4
3.1854644,0.5809196,0
-0.33096075,-2.1312232,8
-0.03669405,-2.720447,9
-2.263612,-2.5681324,9
-3.7488174,1.5796897,1
0.93382955,-1.4719917,0
0.63631773,0.05692961,5
0.8914633,2.7868218,2
1.5885315,4.0829,3
-0.5268805,-3.6466942,7
4.4148397,0.7362965,8
-0.79441047,-2.0621543,9
-2.6322813,-0.7291071,4
1.3639984,-0.9540194,0
-2.0288863,0.45416117,6
0.868418,2.8182044,3
2.2882771,-2.5255604,9
-1.5267615,0.8995161,5
2.55727,1.4934736,2
-3.6890266,0.524964,1
-0.0937686,2.1361275,3
-3.4203339,2.0518441,1
0.021374464,0.84068775,3
0.66384864,1.215204,6
0.58562064,1.1777215,5
-0.9920306,-1.6511539,7
-2.907547,0.27052858,4
-1.7084174,2.9633002,2
0.25475264,0.91084504,2
3.0529385,-0.39083388,6
-1.9986277,0.72966385,3
-0.3454888,-0.2822762,2
0.69081473,-0.97786754,6
0.33884525,0.18243977,5
-2.6621084,-1.1773146,4
-2.0293818,1.7685544,8
-2.3409586,-0.6910447,9
-0.5625012,-3.2947412,7
-2.5365236,0.8216183,1
-0.36497164,1.357574,3
4.0410323,1.9551953,0
0.8711226,2.414073,3
4.355274,2.5822997,8
-1.0404042,0.2724061,3
-3.4809153,1.2562242,1
-1.2893561,-0.93998253,9
-1.4156455,1.9282105,3
-0.8199148,-2.0827837,4
1.5430489,-2.3755822,4
0.8058288,0.6025999,6
1.8674865,-2.5095992,4
-2.8560662,1.2798893,2
-3.7926874,2.3679624,1
-1.48231,1.7153558,8
1.6504326,0.88927037,2
1.1708307,1.4150913,5
0.8710761,-3.93369,4
-2.1783867,0.49579632,8
-1.3770599,-0.94268215,8
1.0014529,-3.16636,4
2.4900823,-0.016944919,0
3.721922,1.1978188,0
0.36000204,3.3622332,2
-0.9956703,1.0213438,3
4.1537127,3.3749418,2
-2.3025773,-1.4766191,7
-3.4251137,-0.052683443,7
3.019218,-0.920414,0
1.3036385,0.40052056,8
-1.3202901,-2.6453671,7
-1.0442042,-2.553154,4
2.240941,-2.995624,4
-1.3545723,-2.2368379,7
-1.5830737,-2.0080209,9
3.722906,-2.9847646,6
-2.205779,-2.6166468,9
1.7326698,0.56887996,0
-0.71700954,-2.396933,9
-0.63349175,0.089562714,8
1.9327488,0.029070087,0
-1.6447276,-1.7730604,4
-2.477664,0.44959193,6
1.131959,0.7095782,0
0.20256186,0.45572114,6
-0.4888518,-0.42932385,3
1.1247606,0.0547404,5
-1.0023222,-2.8932161,4
-0.22001958,-1.1745931,8
0.8474381,3.3702698,3
-0.25630307,2.578248,3
-0.64950943,-2.6501784,9
0.3520186,2.6165175,3
-1.4301568,-0.038553514,3
-0.23614788,-0.5447015,3
-1.4838495,-2.7119923,7
0.041911364,1.1747831,8
3.4926171,0.81267154,0
-1.4372647,2.2862434,8
-0.7332351,0.78085446,2
-2.9993315,0.11806777,1
-1.073265,-2.5601168,7
2.4404602,1.402071,0
1.8511477,-0.038383074,6
2.0649767,0.35872835,5
-1.7818717,-1.340664,4
2.071187,4.1985254,3
0.0030531883,2.9150825,8
5.95189,0.8706353,0
-1.9726219,-2.3553128,9
0.61416054,0.9045695,6
-0.06775284,1.54804,3
1.2151718,0.3612841,8
1.6011128,-2.2227674,0
-1.6658807,-1.8931584,9
0.5089891,-3.1235428,9
0.08373594,-0.78536934,6
-0.9074559,1.5064604,8
1.3500109,-0.63113683,6
-0.17891335,-0.36421072,8
-0.33150983,-1.2274643,5
-2.570601,-0.27585924,7
0.44824696,2.0819592,8
0.029241323,-1.026058,6
2.961431,2.532568,0
-1.8987526,2.2590642,2
0.2080915,-1.5526814,4
5.207655,0.5303843,0
-1.2847824,-0.5710117,2
-1.8179818,1.2388877,2
-2.8341565,1.1983688,3
-2.295023,3.113347,1
-0.65755224,-1.7339402,9
-1.3738177,-1.0520259,7
2.1779742,0.8255103,5
-1.4040749,-0.16623372,1
3.5757341,1.4814502,0
-1.4862282,0.7397792,8
0.86281705,-3.0618572,4
-0.23015809,-0.051356547,6
-1.6075237,3.4688554,2
3.9083405,-1.7061291,6
-1.265811,-2.452355,7
-1.2419145,-1.600101,9
-1.7952302,-1.0828676,3
0.10605359,-0.407723,2
-0.49346113,-2.1672063,9
0.3387208,-0.562832,8
1.099112,1.261547,2
-0.50474024,1.7307937,2
1.0076528,-3.5258145,9
-1.5875359,3.1637893,2
-0.73402905,-2.4167662,7
-0.34945083,1.8017887,3
-1.1498202,-1.8359776,5
-2.0838869,-2.111843,9
-2.7107003,0.4046143,1
1.2634625,1.2740767,8
1.5266213,-0.88475156,0
-1.311549,2.9956079,2
3.5773816,0.7833513,0
1.177248,0.9435178,5
-1.8751532,1.4675207,2
-3.1933322,0.4295733,1
1.7643914,1.8033246,3
-2.058834,-1.5714488,7
-0.70801306,0.10556559,6
-0.45768476,-4.0627823,7
-3.6789498,1.0288925,1
-2.2222433,0.85457003,2
1.7875051,-0.05391055,5
1.9142137,1.6365676,8
4.675662,0.43496698,0
0.7664957,2.4856477,3
1.3194046,-2.50834,7
-1.1004832,-1.2085408,2
-0.21317506,-2.2997909,4
-0.14709711,0.19348493,0
-1.0567272,-2.4188046,9
-3.7014203,1.1884156,1
-0.23784852,1.8213793,8
2.0065389,-1.2500652,6
-2.6256187,-1.7263585,7
-3.1227438,0.72522485,7
-1.3016248,-1.300825,4
-1.7986586,1.2716663,3
-1.6860857,-0.90666294,4
1.9531474,-1.9824814,9
-3.8162374,1.8632569,1
1.3714576,-2.7224216,9
0.73769855,1.5631458,5
-3.78869,0.9503825,1
-0.1901474,-2.34509,7
2.0159473,3.7019768,3
0.6898651,-3.3097138,9
-2.4622977,-1.0232433,7
1.7623744,-2.1837268,6
0.91257024,-3.8699703,9
-3.6051326,0.52899367,1
-1.2192078,2.2010913,3
-1.1891688,-0.28271237,7
-0.7103722,1.3339597,8
-1.1178885,2.2879672,3
-1.4206852,1.6503065,3
0.070950985,0.41300565,6
-2.368629,-1.451777,7
0.37341237,1.8862514,2
0.29744172,-1.4112775,8
-2.0912702,-0.77048993,5
-0.98242116,0.42927814,8
-1.0527754,1.0951346,5
-3.9565773,1.347238,1
-2.8395839,0.9579519,1
0.31698728,-2.7508678,4
0.35817003,-3.0627947,4
-1.6845524,-0.22576928,3
-2.587675,0.36248904,1
7.0657187,1.704327,0
-2.7448123,-1.5263094,7
-1.9249178,-2.01691,7
2.58187,1.0699401,0
-1.623182,-3.2242413,7
-0.73629427,-1.9689882,9
-1.4691105,-1.6262321,4
-0.2521155,-2.064093,4
-0.39846325,1.7424042,8
2.1376014,-0.8657564,5
3.1897607,1.2136954,5
-0.6716268,-1.9107673,4
1.8279524,1.106703,0
0.29924583,1.4880083,8
1.3388133,0.8516144,2
-3.5319781,1.2624822,1
1.5170717,-1.8059443,0
-0.5308113,0.16237304,8
2.547544,-2.2352161,4
0.58923674,1.5222701,5
2.0844316,2.0040908,0
0.9428482,-2.8870249,4
2.1149058,-0.94044733,0
-0.26673126,-0.77731836,6
-3.7342677,1.5738442,1
-0.8581798,-1.5231217,7
-0.7475908,2.6749473,3
-0.597327,0.74846184,2
1.4939485,1.9667338,6
0.74996066,-2.360619,7
0.85490584,0.49240613,2
2.724608,-1.5363839,6
-0.47901177,-1.5797548,9
-1.1591024,1.519553,3
-3.0834103,0.7774866,1
3.8943648,-2.9838443,4
4.487484,-0.033182222,6
0.15105844,2.4168258,2
1.590734,1.5767927,5
-1.1375206,-1.8585782,4
-2.4394333,1.0992426,2
5.858961,1.056774,0
-0.9273279,0.16948357,6
3.087636,1.2183102,2
-3.7731197,2.0893483,1
-2.2978327,-2.8501592,7
-0.59877014,0.46858764,3
-0.27988815,-1.946591,4
-3.540954,1.3805549,1
3.3886085,1.0761154,0
4.213275,1.1195751,5
-0.090660095,-3.1721525,4
-0.2551732,2.7151065,3
-3.8102384,1.6131132,1
-3.263331,0.3135645,1
-1.6906879,-1.6930097,7
-0.77019143,-2.9222517,4
-0.9066708,-3.02486,9
-1.7315831,-1.6116189,9
-2.8084688,-1.6022749,4
-0.11487055,0.67575616,8
3.2623158,-3.5057325,4
2.751306,1.6670929,0
0.5345323,-0.2800427,2
-1.0854164,-3.166871,4
3.2554636,1.4109541,5
-3.706444,1.8631319,1
-3.663827,1.7173733,1
0.032791853,1.1019055,6
2.3767114,-4.1811666,4
0.7198372,-3.8656464,7
-3.4106503,0.52705353,1
-1.4851339,-2.6416316,9
-1.867842,-1.1901333,4
-0.9932674,3.2147336,2
0.7717531,-3.0433302,4
-3.1428013,0.8255076,1
2.4684095,0.5292945,5
-1.5756285,0.16347621,5
1.3505416,1.8584948,3
-0.9731597,1.0199323,8
0.5509486,2.5259442,3
-3.6308014,0.7844253,1
0.67307734,-2.63351,4
1.2647815,0.7100776,5
0.7365296,0.10863498,6
-0.0110964775,-0.06469434,8
-0.9447274,-2.4009743,9
-0.38954854,-1.8044895,4
-3.5370245,1.85115,1
-0.01816535,-2.1728168,5
1.3906345,0.71916676,3
0.16309166,0.9095236,8
4.1101484,0.973052,0
-1.4608141,0.6908043,3
2.335011,1.5777779,2
-1.6593862,0.48254097,5
-2.9577973,0.31924754,1
-0.5967872,1.6262994,2
1.3956504,1.6138492,8
2.32997,1.7770245,3
1.643817,-3.184441,4
2.216661,-2.211361,4
1.9268622,-0.55835664,0
-0.6236861,0.17186323,8
-0.8452897,1.335341,8
0.42050862,3.4819226,3
0.9760058,2.9234643,3
-3.374879,0.86412656,1
1.8135185,-2.078289,7
-0.23010659,2.1224647,3
2.5921283,2.3321247,5
-0.089737415,-3.5042005,9
-1.0850289,-0.17153776,6
0.0029056072,2.6268587,3
-1.1489322,4.1683707,2
3.863762,-0.7045708,6
-2.7299707,1.9012389,1
0.47098398,3.6222367,3
3.0647945,0.69690716,6
2.5663877,1.5613744,0
1.0023158,-2.7491207,7
3.6720457,-0.0026015267,2
-3.5382636,2.060493,1
-0.89777946,-3.825395,7
-3.6508205,1.6509194,1
-1.4288679,-1.2453064,4
-0.30225062,2.6281424,2
-1.0110695,-1.047014,4
-0.7364032,-0.6721197,2
-4.0284986,1.0716691,1
-2.503877,-1.9526995,7
-1.1742823,-2.829373,9
-1.6228937,1.8500485,6
-3.7887206,1.4599601,1
-3.6403327,2.5053797,1
-1.3670179,2.8365197,2
0.33527732,-2.6984224,4
2.0125203,2.3626199,8
-3.6691644,2.7184486,1
-0.17236423,-2.777516,7
-2.573636,-0.26581332,7
1.4433308,-2.954002,4
-0.59556293,-0.49801013,8
3.8010821,0.65799904,0
0.86763096,-2.0707679,7
-1.205277,1.7416267,3
-3.5239282,2.4605613,1
0.5859542,3.6922846,3
-3.6670637,1.974775,1
3.2151284,1.7604958,0
-1.2513735,-2.396882,7
-1.7468139,-0.57510823,7
3.876235,0.5641651,0
-0.40169573,1.5731761,3
-1.0420911,-0.43379363,5
-0.4534912,2.1068196,5
1.2429395,0.82243013,2
-2.088337,-2.5802975,7
1.6995301,-0.62886125,6
0.66016483,-0.74391043,6
-0.10087347,-2.746511,9
-0.36139512,0.052539043,2
4.614267,-0.5325105,8
-0.34362817,2.1908417,3
1.3683219,0.2745019,5
-1.5371598,2.702929,2
-0.62935114,-0.037985314,2
1.1526423,-0.6589041,5
-0.16661906,1.0781622,6
6.522604,0.9187147,0
-0.46596503,-0.034729354,8
0.7957461,1.4799985,2
-2.7781742,-0.5529078,9
1.3932576,1.161842,2
2.9593549,1.7540321,8
0.5892699,0.92571855,8
2.15058,0.7008723,8
0.11976218,1.04329,8
-1.8670924,-1.3173419,7
-1.0720668,-1.5122926,4
-1.9835799,-1.8505363,9
-0.89395857,0.7027206,3
2.1853447,0.4926262,0
-0.16640544,-0.6542219,6
2.4983273,-1.3040975,6
0.38806486,2.731379,3
0.42198348,0.5037874,2
-3.6675482,1.1633186,1
0.46236825,2.6345701,3
-0.844326,4.1406403,2
0.06526804,0.95839775,2
-0.1892426,-3.4046917,9
4.212051,2.802165,3
3.1997023,1.3668237,0
2.4237447,0.34886956,0
1.4847975,0.49022812,5
-2.2476885,0.91574335,7
1.1659112,1.9307526,8
-2.6727307,1.3292749,1
0.3788936,-1.3644947,4
-2.0647898,-1.2177016,4
2.8351517,-0.6668073,6
3.336574,0.6479884,0
0.78827024,0.9135286,2
0.5216286,-3.98811,9
-3.7236843,1.7171602,1
-1.0930171,-2.577519,4
-1.1009647,-1.5407345,7
0.7777369,-3.7530189,4
-1.7528412,-1.9406801,7
1.8578267,3.4209008,3
0.5471699,-2.2341685,9
-1.1799519,1.9696153,8
-1.0552003,1.9884084,8
0.7286315,-2.9934726,4
-1.8594345,-2.966672,7
-3.56214,0.4932055,1
-1.747386,1.5221373,2
-3.8498142,0.90657717,1
0.64699316,0.82093555,2
0.15045238,2.026507,2
2.3565378,1.8428782,3
0.4720223,-0.51919925,2
0.28064418,2.2470999,3
1.9928298,0.6040287,2
0.2618916,3.6153545,3
0.25366998,-2.4849205,9
-3.6350307,1.2779043,1
-2.422344,0.018672772,7
-1.906131,-1.5858352,4
2.525166,1.6736988,0
0.27765775,2.9599643,3
2.1052213,-0.49430382,5
-0.14948869,-1.347371,5
0.9813001,0.92346174,8
2.2879663,-2.2256327,6
0.96889544,1.323796,3
3.1392045,0.30506396,2
2.0614076,0.40039068,6
-0.62111783,-3.706191,7
1.2992129,-0.49084914,6
-1.9570282,1.2484927,6
-1.7346636,-0.023994666,3
0.3828323,5.1195297,2
-1.9851441,-1.4198589,7
